feature,artist,min,LF,UF,max,out.of.range,unusual,description
auditory,Manchester Orchestra,0,-1.17,1.95,3.51,FALSE,FALSE,Within Range
auditory,The Front Bottoms,0,-0.8699999999999999,1.4499999999999997,5.23,FALSE,FALSE,Within Range
feeling,All Get Out,0,-1.0487499999999996,2.8212499999999996,3.53,FALSE,FALSE,Within Range
feeling,Manchester Orchestra,0,-1.305,2.175,4.14,FALSE,FALSE,Within Range
feeling,The Front Bottoms,0,-1.59,3.29,8.49,FALSE,FALSE,Within Range
time,All Get Out,1.69,-1.38125,10.92875,17.27,TRUE,FALSE,Out of Range
time,Manchester Orchestra,0.69,-1.0549999999999993,9.465,9.96,FALSE,FALSE,Within Range
time,The Front Bottoms,0.39,0.11499999999999932,9.035,12.95,FALSE,FALSE,Within Range
focuspast,All Get Out,0,-2.7812500000000004,9.86875,9.38,FALSE,FALSE,Within Range
focuspast,Manchester Orchestra,1.03,-2.835000000000001,12.965,15.6,FALSE,FALSE,Within Range
focuspast,The Front Bottoms,0.52,-3.330000000000001,8.91,10.63,FALSE,FALSE,Within Range
focuspresent,All Get Out,1.47,0.36874999999999947,15.49875,18.56,FALSE,FALSE,Within Range
focuspresent,Manchester Orchestra,0.77,-2.3350000000000017,16.025000000000002,21.09,FALSE,FALSE,Within Range
focuspresent,The Front Bottoms,0.79,-2.37,17.79,15.43,FALSE,FALSE,Within Range
focusfuture,All Get Out,0,-1.7437500000000001,4.76625,7.35,FALSE,FALSE,Within Range
focusfuture,Manchester Orchestra,0,-2.16,6.32,8.05,FALSE,FALSE,Within Range
focusfuture,The Front Bottoms,0,-2.7349999999999994,7.545,10.93,FALSE,FALSE,Within Range
Conversation,All Get Out,0,-2.1262499999999998,3.5437499999999997,12.04,FALSE,FALSE,Within Range
Conversation,Manchester Orchestra,0,-1.47,2.45,25,FALSE,FALSE,Within Range
Conversation,The Front Bottoms,0,-2.285,5.195,19.76,FALSE,FALSE,Within Range
netspeak,All Get Out,0,-0.56625,0.9437500000000001,3.27,FALSE,FALSE,Within Range
netspeak,Manchester Orchestra,0,0,0,2.97,FALSE,FALSE,Within Range
netspeak,The Front Bottoms,0,-1.59,2.6500000000000004,7.91,FALSE,FALSE,Within Range
assent,All Get Out,0,-0.5025000000000001,0.8375000000000001,3.69,FALSE,FALSE,Within Range
assent,Manchester Orchestra,0,0,0,18.27,FALSE,FALSE,Within Range
assent,The Front Bottoms,0,-0.8999999999999999,1.5,9.68,FALSE,FALSE,Within Range
nonflu,All Get Out,0,-0.42750000000000005,0.7125000000000001,4.44,FALSE,FALSE,Within Range
nonflu,Manchester Orchestra,0,-0.44999999999999996,0.75,6.73,FALSE,FALSE,Within Range
nonflu,The Front Bottoms,0,-0.51,0.8500000000000001,9.68,FALSE,FALSE,Within Range
filler,All Get Out,0,0,0,10.46,FALSE,FALSE,Within Range
filler,Manchester Orchestra,0,0,0,0.78,FALSE,FALSE,Within Range
filler,The Front Bottoms,0,0,0,0.74,FALSE,FALSE,Within Range
AllPunc,All Get Out,4.14,0.6137500000000049,22.103749999999994,36.45,FALSE,FALSE,Within Range
AllPunc,Manchester Orchestra,3.09,-3.740000000000001,27.060000000000002,32.69,FALSE,FALSE,Within Range
AllPunc,The Front Bottoms,7.57,5.865000000000002,21.744999999999997,25.85,FALSE,FALSE,Within Range
Period,All Get Out,0,0,0,5.45,FALSE,FALSE,Within Range
Period,Manchester Orchestra,0,0,0,3.41,FALSE,FALSE,Within Range
Period,The Front Bottoms,0,0,0,5.05,FALSE,FALSE,Within Range
Comma,All Get Out,0,-3.3512500000000003,9.67875,13.47,FALSE,FALSE,Within Range
Comma,Manchester Orchestra,0,-4.014999999999999,11.305,13.18,FALSE,FALSE,Within Range
Comma,The Front Bottoms,0,-0.14500000000000046,9.815000000000001,13.64,FALSE,FALSE,Within Range
QMark,All Get Out,0,-0.7575000000000001,1.2625000000000002,5.81,FALSE,FALSE,Within Range
QMark,Manchester Orchestra,0,-1.17,1.95,3.82,FALSE,FALSE,Within Range
QMark,The Front Bottoms,0,-1.215,2.0250000000000004,7.87,FALSE,FALSE,Within Range
Exclam,All Get Out,0,0,0,4.69,FALSE,FALSE,Within Range
Exclam,Manchester Orchestra,0,0,0,0.54,FALSE,FALSE,Within Range
Exclam,The Front Bottoms,0,0,0,2.28,FALSE,FALSE,Within Range
Apostro,All Get Out,1.47,-0.7387499999999996,13.451249999999998,17.79,FALSE,FALSE,Within Range
Apostro,Manchester Orchestra,2.07,-2.5199999999999987,15.399999999999999,18.27,FALSE,FALSE,Within Range
Apostro,The Front Bottoms,0.35,-1.6599999999999984,13.619999999999997,11.01,FALSE,FALSE,Within Range
OtherP,All Get Out,0,-1.5,2.5,14.42,FALSE,TRUE,Outlying
OtherP,Manchester Orchestra,0,-1.6350000000000002,2.7250000000000005,7.69,FALSE,TRUE,Outlying
OtherP,The Front Bottoms,0,-3.485,7.195,12.5,FALSE,FALSE,Within Range
Emoji,All Get Out,0,0,0,0,FALSE,FALSE,Within Range
Emoji,Manchester Orchestra,0,0,0,0,FALSE,FALSE,Within Range
Emoji,The Front Bottoms,0,0,0,0,FALSE,FALSE,Within Range
positivewords,All Get Out,2,-1.5,18.5,58,FALSE,TRUE,Outlying
positivewords,Manchester Orchestra,0,-3,13,27,FALSE,TRUE,Outlying
positivewords,The Front Bottoms,1,-14.5,37.5,34,FALSE,FALSE,Within Range
negativewords,All Get Out,0,-11.625,35.375,45,FALSE,FALSE,Within Range
negativewords,Manchester Orchestra,0,-6.5,21.5,20,FALSE,FALSE,Within Range
negativewords,The Front Bottoms,2,-5,27,36,FALSE,FALSE,Within Range
