feature,artist,min,LF,UF,max,out.of.range,unusual,description
spectral_kurtosis,The Front Bottoms,1.89431679249,5.638599400001887e-4,9.545613527299999,10.4703330994,TRUE,TRUE,Out of Range
spectral_flux,All Get Out,0.0379043705761,0.0457754116505625,0.11378501169386249,0.102614097297,FALSE,FALSE,Within Range
spectral_flux,Manchester Orchestra,0.0240495931357,0.007807893678450008,0.13147473149004998,0.105833612382,FALSE,FALSE,Within Range
spectral_flux,The Front Bottoms,0.0653136074543,0.06438436731750002,0.12185388430869998,0.11561139673,FALSE,FALSE,Within Range
spectral_entropy,All Get Out,6.43918323517,7.001462340366249,8.21080720423625,7.90557861328,FALSE,TRUE,Outlying
spectral_entropy,Manchester Orchestra,5.78891563416,5.217238903034999,8.894668102275002,7.8917722702,FALSE,FALSE,Within Range
spectral_entropy,The Front Bottoms,7.11223840714,7.0977056026600005,8.09528517722,8.01542949677,TRUE,TRUE,Out of Range
spectral_energyband_middle_low,All Get Out,0.00740207638592,0.002992136287474998,0.018793783034235,0.016236782074,FALSE,FALSE,Within Range
spectral_energyband_middle_low,Manchester Orchestra,0.00483011268079,0.0012714597396249992,0.022513575386305003,0.0229709409177,FALSE,FALSE,Within Range
spectral_energyband_middle_low,The Front Bottoms,0.0057830484584,4.5042298735000104e-4,0.02608404122295,0.0230633094907,FALSE,FALSE,Within Range
spectral_energyband_middle_high,All Get Out,0.00305313011631,0.0031531204003775,0.0097797124180975,0.00932195037603,TRUE,TRUE,Out of Range
spectral_energyband_middle_high,Manchester Orchestra,5.62088622246e-4,-0.0013243639841599994,0.01080974470824,0.00898000784218,FALSE,FALSE,Within Range
spectral_energyband_middle_high,The Front Bottoms,0.00383267272264,0.0029422489460599996,0.00927185057662,0.00986930914223,TRUE,TRUE,Out of Range
spectral_energyband_low,All Get Out,1.56769965542e-4,0.0030104065080812526,0.018408395699271246,0.0273350160569,FALSE,FALSE,Within Range
spectral_energyband_low,Manchester Orchestra,1.17135175969e-4,-0.013844035333075001,0.038089169422245,0.0362915582955,FALSE,FALSE,Within Range
spectral_energyband_low,The Front Bottoms,0.00837745517492,0.005199338775150003,0.03214238537475,0.0312695614994,FALSE,FALSE,Within Range
spectral_energyband_high,All Get Out,9.07139037736e-5,-2.4151294929187475e-4,0.0020209004942511244,0.0014224894112,FALSE,FALSE,Within Range
spectral_energyband_high,Manchester Orchestra,1.9030585463e-5,-7.518476704709999e-4,0.001802214210329,0.00186748872511,FALSE,FALSE,Within Range
spectral_energyband_high,The Front Bottoms,4.41299140221e-4,1.7249560914749996e-4,0.0022498450707675,0.00289169047028,FALSE,FALSE,Within Range
spectral_decrease,All Get Out,-1.16662191019e-8,-1.1142019917810002e-8,-2.576712787589999e-9,-4.0900705045e-9,FALSE,FALSE,Within Range
spectral_decrease,Manchester Orchestra,-1.33347786146e-8,-1.5376616868695004e-8,9.824536739850018e-10,-2.39255215639e-9,FALSE,FALSE,Within Range
spectral_decrease,The Front Bottoms,-1.2806134819200001e-08,-1.3821257915879998e-8,-5.074121567400001e-9,-5.23909493566e-9,FALSE,FALSE,Within Range
spectral_complexity,All Get Out,10.9786834717,10.301604986162504,36.5508096218625,33.2580451965,TRUE,TRUE,Out of Range
spectral_complexity,Manchester Orchestra,3.67030739784,-3.523820400249999,39.097940921749995,30.5031356812,FALSE,FALSE,Within Range
spectral_complexity,The Front Bottoms,11.9183702469,14.804765701249998,27.86903572085,28.5667858124,TRUE,TRUE,Out of Range
spectral_centroid,All Get Out,836.20715332,419.53572083624965,2569.3651885862505,1967.61682129,TRUE,FALSE,Out of Range
spectral_centroid,Manchester Orchestra,418.644165039,-231.76016235749978,2322.2986755425,2106.83129883,FALSE,FALSE,Within Range
spectral_centroid,The Front Bottoms,924.401367188,584.6712036099999,2298.02716065,2412.484375,TRUE,FALSE,Out of Range
silence_rate_60dB,All Get Out,0.0153420232236,-0.07441805955018746,0.25797975156451247,0.335975408554,FALSE,FALSE,Within Range
silence_rate_60dB,Manchester Orchestra,0.0101030115038,-0.15483122505275002,0.39673026464925,0.661128938198,FALSE,FALSE,Within Range
silence_rate_60dB,The Front Bottoms,0.0089515382424,-0.040289211086900006,0.1443848656491,0.203788429499,FALSE,TRUE,Outlying
silence_rate_30dB,All Get Out,0.957043528557,0.993385113776875,1.003968931733875,1,FALSE,FALSE,Within Range
silence_rate_30dB,Manchester Orchestra,0.892023265362,0.9531440138810001,1.0279173254969998,1,FALSE,FALSE,Within Range
silence_rate_30dB,The Front Bottoms,0.935855090618,0.9482096731674999,1.0273262560354999,1,FALSE,FALSE,Within Range
silence_rate_20dB,All Get Out,1,1,1,1,FALSE,FALSE,Within Range
silence_rate_20dB,Manchester Orchestra,0.996236145496,1,1,1,FALSE,FALSE,Within Range
silence_rate_20dB,The Front Bottoms,1,1,1,1,FALSE,FALSE,Within Range
pitch_salience,All Get Out,0.482898771763,0.47008696198425015,0.6366105377682499,0.612852752209,FALSE,FALSE,Within Range
pitch_salience,Manchester Orchestra,0.369207113981,0.4245289862170001,0.6450578272329999,0.613485217094,FALSE,FALSE,Within Range
pitch_salience,The Front Bottoms,0.418056994677,0.384364247323,0.641532063483,0.59188169241,FALSE,FALSE,Within Range
melbands_spread,All Get Out,12.1103105545,6.8070461750499955,46.31613469125001,38.9212341309,TRUE,FALSE,Out of Range
melbands_spread,Manchester Orchestra,4.95815515518,-4.19539785385,40.23500299455,39.4461860657,FALSE,FALSE,Within Range
melbands_spread,The Front Bottoms,14.9669589996,10.688340187099994,35.75003910070001,45.6108474731,TRUE,TRUE,Out of Range
melbands_skewness,All Get Out,1.58133244514,1.37421852351,3.6104603409699996,3.9068672657,FALSE,TRUE,Outlying
melbands_skewness,Manchester Orchestra,1.60286509991,1.2582231759950002,4.346423745155,5.01490688324,FALSE,FALSE,Within Range
melbands_skewness,The Front Bottoms,1.99788236618,1.9009102583000002,4.440198779099999,4.2659702301,FALSE,FALSE,Within Range
melbands_kurtosis,All Get Out,4.67259311676,-2.748116254868753,28.768086671921253,33.7888832092,TRUE,TRUE,Out of Range
melbands_kurtosis,Manchester Orchestra,6.65489339828,-3.694663047750005,39.15878391265001,60.8496665955,FALSE,TRUE,Outlying
melbands_kurtosis,The Front Bottoms,6.67332267761,1.3017578125499991,39.069000244150004,569.309814453,FALSE,TRUE,Outlying
melbands_flatness_db,All Get Out,0.135898038745,0.08318012394087504,0.30947593785787497,0.325919121504,TRUE,TRUE,Out of Range
melbands_flatness_db,Manchester Orchestra,0.137924492359,0.028480671345500003,0.5125124081975,0.451513230801,FALSE,FALSE,Within Range
melbands_flatness_db,The Front Bottoms,0.147953659296,0.14723350107650002,0.2733661085365,0.256404489279,TRUE,TRUE,Out of Range
melbands_crest,All Get Out,11.1353931427,11.314049601562498,16.915656924262503,17.179725647,FALSE,FALSE,Within Range
melbands_crest,Manchester Orchestra,11.804186821,9.779361248099999,20.6300730705,22.1097335815,FALSE,FALSE,Within Range
melbands_crest,The Front Bottoms,11.9126529694,10.175295352949998,20.30044412615,19.2606964111,FALSE,FALSE,Within Range
loudness_ebu128_short_term,All Get Out,-17.5582427979,-19.351896047688754,-0.9481046199187473,-6.60537338257,FALSE,FALSE,Within Range
loudness_ebu128_short_term,Manchester Orchestra,-26.817937851,-25.733573913605,0.792617797874998,-6.59925127029,FALSE,FALSE,Within Range
loudness_ebu128_short_term,The Front Bottoms,-12.7925567627,-11.27862262725,-5.9370622634900005,-6.48213243484,TRUE,TRUE,Out of Range
loudness_ebu128_momentary,All Get Out,-18.3044204712,-20.140730142629998,-1.7161676883499988,-6.98175144196,FALSE,FALSE,Within Range
loudness_ebu128_momentary,Manchester Orchestra,-28.7853527069,-29.316084384905004,2.1847510337750027,-7.12246084213,FALSE,FALSE,Within Range
loudness_ebu128_momentary,The Front Bottoms,-13.9886875153,-13.366448879224999,-5.542401790625002,-6.73465442657,TRUE,TRUE,Out of Range
loudness_ebu128_loudness_range,All Get Out,2.21633625031,-2.0461272001237507,16.361874699586252,16.3731803894,FALSE,FALSE,Within Range
loudness_ebu128_loudness_range,Manchester Orchestra,2.63436317444,-4.737565279074998,21.996819257844997,22.8790397644,FALSE,FALSE,Within Range
loudness_ebu128_loudness_range,The Front Bottoms,1.54096269608,-2.112534046165,11.509570598595001,11.3696079254,TRUE,FALSE,Out of Range
hfc,All Get Out,11.400636673,6.8197004794875,37.7243044375875,31.9640026093,FALSE,FALSE,Within Range
hfc,Manchester Orchestra,5.37967014313,-1.8993620871999983,36.185991764,31.415391922,FALSE,FALSE,Within Range
hfc,The Front Bottoms,17.0864086151,14.626332283,35.8536958694,38.2548599243,TRUE,TRUE,Out of Range
erbbands_spread,All Get Out,17.9357471466,25.777881145362493,50.00976514826251,44.6661911011,FALSE,FALSE,Within Range
erbbands_spread,Manchester Orchestra,16.0857944489,4.889659881599993,59.67759323120001,62.5327262878,FALSE,FALSE,Within Range
erbbands_spread,The Front Bottoms,30.337146759,30.91428184499999,56.975423813000006,53.5220375061,FALSE,FALSE,Within Range
erbbands_skewness,All Get Out,-0.434698283672,-0.8111475016925,1.0334753934295,0.83578056097,TRUE,TRUE,Out of Range
erbbands_skewness,Manchester Orchestra,-0.330092012882,-0.8592926263815,1.7788995504385001,1.6736959219,FALSE,FALSE,Within Range
erbbands_skewness,The Front Bottoms,-0.701558887959,-0.667590502649,0.864834573119,0.797529101372,TRUE,TRUE,Out of Range
erbbands_kurtosis,All Get Out,-0.265074491501,-1.02663015946725,1.92322382703395,2.82641458511,TRUE,TRUE,Out of Range
erbbands_kurtosis,Manchester Orchestra,-0.0982730835676,-2.1856111287999997,5.078818917264,8.78102302551,FALSE,TRUE,Outlying
erbbands_kurtosis,The Front Bottoms,-0.18029999733,-0.928310565651,2.120085246861,6.21942281723,TRUE,TRUE,Out of Range
erbbands_flatness_db,All Get Out,0.130642801523,0.11543910764124998,0.19222984276724997,0.281939983368,FALSE,TRUE,Outlying
erbbands_flatness_db,Manchester Orchestra,0.122596643865,0.06312090903350001,0.30356944352549997,0.305950015783,FALSE,FALSE,Within Range
erbbands_flatness_db,The Front Bottoms,0.121074952185,0.1158779785045,0.17853420227649996,0.185928940773,TRUE,TRUE,Out of Range
dynamic_complexity,All Get Out,2.02467513084,-0.4024951756099999,8.19452330471,7.95724439621,FALSE,FALSE,Within Range
dynamic_complexity,Manchester Orchestra,1.96192359924,-0.8998186588150001,10.336316823945001,13.2050952911,FALSE,FALSE,Within Range
dynamic_complexity,The Front Bottoms,1.63315093517,1.0031341314400002,5.26130616664,6.5027141571,FALSE,TRUE,Outlying
dissonance,All Get Out,0.396982818842,0.4362380839880001,0.49937272444399994,0.480492979288,FALSE,TRUE,Outlying
dissonance,Manchester Orchestra,0.365194410086,0.36408309638549996,0.5262402743095,0.480991095304,FALSE,FALSE,Within Range
dissonance,The Front Bottoms,0.432063788176,0.441626802087,0.487829580903,0.482941865921,TRUE,TRUE,Out of Range
barkbands_spread,All Get Out,8.65230083466,9.250622987699996,40.512553453500004,34.6314277649,FALSE,FALSE,Within Range
barkbands_spread,Manchester Orchestra,5.70304107666,-7.0097150802999995,41.200543403699996,36.5107192993,FALSE,FALSE,Within Range
barkbands_spread,The Front Bottoms,16.5248584747,11.086055755599997,38.33543014520001,44.7359542847,TRUE,TRUE,Out of Range
barkbands_skewness,All Get Out,0.71010154485700006,0.5175292044899998,2.1552358418699997,2.55099225044,TRUE,TRUE,Out of Range
barkbands_skewness,Manchester Orchestra,0.835669994354,0.3961268663350004,3.2019234895749995,4.19446372986,FALSE,FALSE,Within Range
barkbands_skewness,The Front Bottoms,0.745804548264,1.03211659194,2.4082481264999998,2.40908789635,TRUE,TRUE,Out of Range
barkbands_kurtosis,All Get Out,0.617540478706,-2.6464365720737493,11.38405716419625,17.6760120392,TRUE,TRUE,Out of Range
barkbands_kurtosis,Manchester Orchestra,0.220867827535,-9.460241794649999,28.87020635615,43.711517334,FALSE,FALSE,Within Range
barkbands_kurtosis,The Front Bottoms,1.14310264587,-3.575279951085,17.151608705515002,23.8971691132,TRUE,TRUE,Out of Range
barkbands_flatness_db,All Get Out,0.0835188701749,0.05833316594349997,0.20209652930550004,0.249889358878,FALSE,TRUE,Outlying
barkbands_flatness_db,Manchester Orchestra,0.0902328193188,0.020922265946499985,0.35621037334250005,0.335988044739,FALSE,FALSE,Within Range
barkbands_flatness_db,The Front Bottoms,0.0953515022993,0.09899638593150002,0.18259726464749998,0.191619604826,TRUE,TRUE,Out of Range
barkbands_crest,All Get Out,7.01232099533,6.935364246367498,11.807337284087502,13.4127187729,FALSE,FALSE,Within Range
barkbands_crest,Manchester Orchestra,8.57054424286,6.7501516342,15.02971553804,15.6588315964,FALSE,FALSE,Within Range
barkbands_crest,The Front Bottoms,8.11133861542,7.7973189354249985,13.433347225145,12.9901924133,FALSE,FALSE,Within Range
average_loudness,All Get Out,0.15663202107,0.6983871012931251,1.0986194163561251,0.969071567059,FALSE,TRUE,Outlying
average_loudness,Manchester Orchestra,0.00231060013175,0.011377990244499925,1.4635993838325,0.969001412392,FALSE,FALSE,Within Range
average_loudness,The Front Bottoms,0.545008778572,0.8500483930099999,1.017420858146,0.977469146252,FALSE,TRUE,Outlying
beats_count,All Get Out,280,232,712,772,FALSE,FALSE,Within Range
beats_count,Manchester Orchestra,163,221,797,849,FALSE,FALSE,Within Range
beats_count,The Front Bottoms,180,192.5,756.5,742,FALSE,FALSE,Within Range
beats_loudness,All Get Out,0.0210611540824,0.01820656098427502,0.055924938991674986,0.0585916265845,FALSE,FALSE,Within Range
beats_loudness,Manchester Orchestra,0.0123256882653,0.005078636109949998,0.06762354820955,0.0775790438056,FALSE,FALSE,Within Range
beats_loudness,The Front Bottoms,0.0287638884038,0.020937373861650007,0.08216927014285,0.0829901695251,FALSE,FALSE,Within Range
bpm_histogram_first_peak_bpm,All Get Out,85,97.5,165.5,161,FALSE,FALSE,Within Range
bpm_histogram_first_peak_bpm,Manchester Orchestra,67,71.5,187.5,185,FALSE,FALSE,Within Range
bpm_histogram_first_peak_bpm,The Front Bottoms,81,84,180,167,FALSE,FALSE,Within Range
bpm_histogram_first_peak_weight,All Get Out,0.0285714268684,0.048729114234250054,0.6132119819522499,0.575581431389,FALSE,FALSE,Within Range
bpm_histogram_first_peak_weight,Manchester Orchestra,0,-0.09612250328049998,0.8388183116915,0.713513493538,FALSE,FALSE,Within Range
bpm_histogram_first_peak_weight,The Front Bottoms,0,-0.07125088572600002,0.817164212466,0.6213991642,FALSE,FALSE,Within Range
bpm_histogram_second_peak_bpm,All Get Out,92,87,175,172,FALSE,FALSE,Within Range
bpm_histogram_second_peak_bpm,Manchester Orchestra,0,70.5,194.5,178,FALSE,FALSE,Within Range
bpm_histogram_second_peak_bpm,The Front Bottoms,77,64.5,204.5,178,FALSE,FALSE,Within Range
bpm_histogram_second_peak_spread,All Get Out,0,-0.3023503944277499,0.8556959107522499,0.611111104488,FALSE,FALSE,Within Range
bpm_histogram_second_peak_spread,Manchester Orchestra,0,-0.625,1.125,0.675000071526,FALSE,FALSE,Within Range
bpm_histogram_second_peak_spread,The Front Bottoms,0,-0.515625,0.859375,0.638297915459,FALSE,FALSE,Within Range
bpm_histogram_second_peak_weight,All Get Out,0.00609756074846,-0.048921726644012495,0.13056413084268748,0.316890895367,FALSE,FALSE,Within Range
bpm_histogram_second_peak_weight,Manchester Orchestra,0,-0.13123558741074998,0.27912086714084994,0.453760772943,FALSE,FALSE,Within Range
bpm_histogram_second_peak_weight,The Front Bottoms,0.00399201596156,-0.11670907959350002,0.24189246073370002,0.443217664957,FALSE,FALSE,Within Range
onset_rate,All Get Out,1.65749394894,1.725844591855,3.584770649675,4.0527973175,FALSE,FALSE,Within Range
onset_rate,Manchester Orchestra,1.0812305212,0.42530655860999955,4.791729211810001,4.62492418289,FALSE,FALSE,Within Range
onset_rate,The Front Bottoms,2.62517237663,2.2777315378100003,5.340703606609999,4.72325468063,TRUE,TRUE,Out of Range
tuning_nontempered_energy_ratio,All Get Out,0.609923481941,0.2610827535390001,1.3491949886089998,0.975588440895,FALSE,FALSE,Within Range
tuning_nontempered_energy_ratio,Manchester Orchestra,0.602895140648,0.44012901187050013,1.0376386344425,0.976597368717,FALSE,FALSE,Within Range
tuning_nontempered_energy_ratio,The Front Bottoms,0.637160420418,0.3112211823474999,1.3172822594635,0.96653419733,FALSE,FALSE,Within Range
tuning_frequency,All Get Out,434.193115234,423.95610046300004,451.25480651899994,443.060424805,FALSE,FALSE,Within Range
tuning_frequency,Manchester Orchestra,434.193115234,432.13778686549995,446.34579467749995,443.572570801,FALSE,FALSE,Within Range
tuning_frequency,The Front Bottoms,434.193115234,425.10142517049997,449.3459320065,456.04309082,FALSE,FALSE,Within Range
tuning_equal_tempered_deviation,All Get Out,0.00268451031297,-0.25020156591225,0.46684742742255003,0.290387243032,FALSE,FALSE,Within Range
tuning_equal_tempered_deviation,Manchester Orchestra,0.0033546378836,-0.11903394944899999,0.2865354400118,0.267783612013,FALSE,FALSE,Within Range
tuning_equal_tempered_deviation,The Front Bottoms,0.00841389596462,-0.2673327149825,0.5252253068615,0.35401237011,FALSE,FALSE,Within Range
tuning_diatonic_strength,All Get Out,0.496312916279,0.43938532471725006,0.7971962988372501,0.740254163742,FALSE,FALSE,Within Range
tuning_diatonic_strength,Manchester Orchestra,0.441575139761,0.44757479429349983,0.7547594904895001,0.705719232559,FALSE,FALSE,Within Range
tuning_diatonic_strength,The Front Bottoms,0.509873509407,0.5049725770955,0.8077961206435,0.731336116791,FALSE,FALSE,Within Range
hpcp_entropy,All Get Out,1.57173061371,1.7201011925999996,2.3473259955600003,2.24090456963,FALSE,FALSE,Within Range
hpcp_entropy,Manchester Orchestra,1.24189674854,1.3096250891649999,2.449661195285,2.17806196213,FALSE,FALSE,Within Range
hpcp_entropy,The Front Bottoms,1.73210334778,1.6403470635350001,2.357219755655,2.27260184288,FALSE,FALSE,Within Range
hpcp_crest,All Get Out,12.4139871597,11.040133714624996,15.975922823025005,17.4712200165,FALSE,FALSE,Within Range
hpcp_crest,Manchester Orchestra,12.4618787766,10.45679664615,18.44305610655,20.6618213654,FALSE,FALSE,Within Range
hpcp_crest,The Front Bottoms,11.8826761246,11.247810363800001,15.723571777399998,16.3069324493,FALSE,FALSE,Within Range
chords_strength,All Get Out,0.468893408775,0.46559043228525016,0.5752617865812499,0.588355660439,FALSE,TRUE,Outlying
chords_strength,Manchester Orchestra,0.482837587595,0.44895303249400015,0.6276859045019998,0.620255112648,FALSE,FALSE,Within Range
chords_strength,The Front Bottoms,0.477276712656,0.45639869570700003,0.5756730735310001,0.566394746304,TRUE,TRUE,Out of Range
chords_number_rate,All Get Out,0.00115096871741,6.607865943799999e-4,0.00345156535332,0.0036712794099,FALSE,FALSE,Within Range
chords_number_rate,Manchester Orchestra,7.48262973502e-4,3.755115902999992e-5,0.00368331768551,0.00498414132744,FALSE,FALSE,Within Range
chords_number_rate,The Front Bottoms,0.00139977608342,5.983532173650004e-4,0.004143802332685,0.00455753877759,FALSE,FALSE,Within Range
chords_changes_rate,All Get Out,0.0219119228423,0.02531882468607499,0.08082054648547501,0.0860144421458,FALSE,FALSE,Within Range
chords_changes_rate,Manchester Orchestra,0.0223509930074,0.016778510063900007,0.0741634778679,0.0721295401454,FALSE,FALSE,Within Range
chords_changes_rate,The Front Bottoms,0.0344478227198,0.0296962708236,0.088286563754,0.0838517025113,FALSE,FALSE,Within Range
approachability,All Get Out,-9.678598e-4,-0.009277585624999973,0.11795132737499997,0.14350879,FALSE,FALSE,Within Range
approachability,Manchester Orchestra,-0.0044495934,-0.05278077999999999,0.23949858,0.2351666,FALSE,FALSE,Within Range
approachability,The Front Bottoms,-0.016932858,0.010555719999999984,0.17715572000000002,0.28955665,FALSE,FALSE,Within Range
engagement,All Get Out,0.27381968,0.24312424500000004,0.536338485,0.6653815,FALSE,TRUE,Outlying
engagement,Manchester Orchestra,0.18881226,0.111262695,0.6701550549999999,0.7144117,FALSE,FALSE,Within Range
engagement,The Front Bottoms,0.13806485,0.19409023499999997,0.652804355,0.6576917,FALSE,FALSE,Within Range
valence,All Get Out,3.9010249,3.966275883333334,4.83922575,4.697101666666666,FALSE,FALSE,Within Range
valence,Manchester Orchestra,3.7054885,3.579586150000001,4.965753216666666,4.6476009,FALSE,FALSE,Within Range
valence,The Front Bottoms,4.123668533333333,4.183203766666667,4.8131699,4.7954602,TRUE,TRUE,Out of Range
arousal,All Get Out,3.804857933333333,3.7562538708333335,4.6807952375,4.452255466666666,FALSE,FALSE,Within Range
arousal,Manchester Orchestra,3.6464782,3.529891133333332,4.552868466666667,4.447084133333333,FALSE,FALSE,Within Range
arousal,The Front Bottoms,3.878224833333333,3.9821808500000007,4.417953783333333,4.4429674,FALSE,FALSE,Within Range
model_danceability,All Get Out,0.30937332,0.5210545075000002,0.9011453074999998,0.87926872,FALSE,FALSE,Within Range
model_danceability,Manchester Orchestra,0.0439175785,-0.08831955999999996,1.22787216,0.8831308250000001,FALSE,FALSE,Within Range
model_danceability,The Front Bottoms,0.284677135,0.40431443999999983,0.9926927600000002,0.869214435,FALSE,FALSE,Within Range
aggressive,All Get Out,0.122020005,0.19086407125,0.8355180012500001,0.68425165,FALSE,FALSE,Within Range
aggressive,Manchester Orchestra,0.033688565149999995,-0.2851644175,1.0290205225,0.7375748,FALSE,FALSE,Within Range
aggressive,The Front Bottoms,0.1408212025,0.23569470999999997,0.67371731,0.66757998,FALSE,FALSE,Within Range
happy,All Get Out,0.00366313275,-3.685347687499988e-4,0.015439386781249998,0.01261481,FALSE,FALSE,Within Range
happy,Manchester Orchestra,0.0043731837,1.0426162499997844e-5,0.016900929422500002,0.0194891952,FALSE,FALSE,Within Range
happy,The Front Bottoms,0.0036083293,-0.009006244250000002,0.04371001775,0.0647530125,FALSE,FALSE,Within Range
party,All Get Out,0.94083725,0.9465849468749999,1.008890781875,0.994506785,FALSE,FALSE,Within Range
party,Manchester Orchestra,0.8823112,0.9509517999999999,1.0129462,0.997243665,FALSE,FALSE,Within Range
party,The Front Bottoms,0.926644715,0.9355488875000001,1.0127809874999998,0.992359025,FALSE,FALSE,Within Range
relax,All Get Out,0.028585181,-0.08047318875000001,0.57004547125,0.439264685,FALSE,FALSE,Within Range
relax,Manchester Orchestra,0.01362312085,-0.22766909325,0.5076314159499999,0.41066252,FALSE,FALSE,Within Range
relax,The Front Bottoms,0.104129808,0.15687475000000003,0.56314971,0.4709058,FALSE,FALSE,Within Range
sad,All Get Out,0.40422835,0.5644207937500003,0.9032691737499998,0.87066355,FALSE,FALSE,Within Range
sad,Manchester Orchestra,0.12675545,0.2450176449999999,1.087647285,0.85532073,FALSE,FALSE,Within Range
sad,The Front Bottoms,0.307300735,0.5019356649999999,0.950251225,0.86267525,FALSE,FALSE,Within Range
acoustic,All Get Out,0.0302022,-0.015821376000000012,0.21436871000000002,0.36489758,FALSE,FALSE,Within Range
acoustic,Manchester Orchestra,0.0296764282,-0.11419154424999996,0.43161626574999995,0.78411522,FALSE,FALSE,Within Range
acoustic,The Front Bottoms,0.024947537,-0.06921969875000002,0.33244493125,0.607249425,FALSE,FALSE,Within Range
electronic,All Get Out,0.5794137500000001,0.7795385124999997,0.9601074625000002,0.94872098,FALSE,FALSE,Within Range
electronic,Manchester Orchestra,0.257243095,0.4527075675000003,1.1696983874999998,0.95257635,FALSE,FALSE,Within Range
electronic,The Front Bottoms,0.49021682,0.7039563874999999,0.9997730075,0.9400428,FALSE,FALSE,Within Range
